LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
12-2_232;133358.189;546147.529;-2.879;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133403.379;546170.07;-1.711;133414.564;546175.649;1.96;133419.486;546178.104;2.463;133423.96;546180.336;3.985;133423.96;546180.336;3.985;133426.197;546181.452;3.965;133425.75;546181.229;4.034;133436.489;546186.585;0.361;133439.55;546188.112;0.05;133443.2;546189.933;-2.18;-1;-1;-1;-1;-1;-1;133513.894;546225.194;-3.79
12-2_233;133369.348;546125.158;-2.882;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133414.538;546147.699;-1.649;133426.619;546153.724;2.009;133430.198;546155.51;2.364;133434.672;546157.742;3.857;133434.672;546157.742;3.857;133436.909;546158.857;3.982;133436.909;546158.857;3.982;133447.648;546164.214;0.297;133450.332;546165.553;0.021;133454.359;546167.561;-2.07;-1;-1;-1;-1;-1;-1;133525.053;546202.823;-3.77
12-2_234;133381.066;546101.991;-2.856;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133425.517;546124.885;-1.638;133437.074;546130.837;1.771;133441.964;546133.356;2.302;133445.52;546135.187;3.706;133445.52;546135.187;3.706;133447.743;546136.332;3.896;133448.187;546136.561;3.813;133458.411;546141.826;0.271;133462.061;546143.706;-0.16;133465.078;546145.26;-2.16;-1;-1;-1;-1;-1;-1;133535.755;546181.661;-3.71
12-2_235;133392.512;546079.765;-2.959;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133436.963;546102.659;-1.778;133448.965;546108.84;1.958;133452.521;546110.672;2.457;133456.522;546112.732;3.877;133456.522;546112.732;3.877;133458.744;546113.877;3.93;133459.633;546114.335;3.924;133469.857;546119.6;0.248;133472.08;546120.745;0.06;133476.969;546123.263;-2.32;-1;-1;-1;-1;-1;-1;133547.201;546159.435;-3.75
12-2_236;133402.818;546058.74;-2.863;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133447.29;546080.478;-1.865;133459.868;546086.627;1.922;133463.91;546088.603;2.381;133468.403;546090.799;3.91;133468.403;546090.799;3.91;133470.649;546091.896;3.944;133470.648;546091.896;3.944;133482.328;546097.605;0.13;133484.973;546098.899;0.06;133488.617;546100.679;-2.33;-1;-1;-1;-1;-1;-1;133559.142;546135.153;-3.86
12-2_237;133414.493;546035.217;-2.917;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133459.481;546058.159;-1.657;133470.617;546063.838;1.798;133475.962;546066.564;2.538;133479.525;546068.381;4.015;133479.525;546068.381;4.015;133481.752;546069.517;3.96;133480.862;546069.063;4.05;133493.333;546075.423;0.161;133496.006;546076.786;-0.082;133499.124;546078.376;-2.28;-1;-1;-1;-1;-1;-1;133569.501;546114.266;-3.86
12-2_238;133427.381;546011.169;-3.21;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133468.949;546037.114;-1.764;133480.401;546044.262;1.808;133485.491;546047.438;2.536;133488.46;546049.292;3.876;133488.46;546049.292;3.876;133490.581;546050.615;4.12;133490.83;546050.771;4.116;133501.01;546057.125;0.303;133505.046;546059.643;-0.12;133507.373;546061.096;-2.09;-1;-1;-1;-1;-1;-1;133575.239;546103.454;-3.84
12-2_239;133436.663;545991.352;-3.185;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133481.881;546013.838;-1.677;133493.521;546019.626;1.968;133497.55;546021.63;2.479;133501.579;546023.634;4.098;133501.579;546023.634;4.098;133503.818;546024.747;4.181;133503.818;546024.747;4.181;133515.01;546030.313;0.257;133518.144;546031.871;-0.023;133521.726;546033.652;-2.15;-1;-1;-1;-1;-1;-1;133592.463;546068.828;-3.83
12-2_240;133446.502;545970.727;-3.217;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133491.895;545991.692;-1.778;133504.604;545997.562;1.956;133508.236;545999.239;2.395;133512.775;546001.335;4.047;133512.775;546001.335;4.047;133515.044;546002.384;4.118;133515.045;546002.384;4.118;133526.393;546007.625;0.439;133529.57;546009.092;0.012;133535.017;546011.608;-2.33;-1;-1;-1;-1;-1;-1;133604.468;546043.684;-3.73
12-2_241;133458.272;545946.628;-3.312;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133503.139;545968.695;-1.894;133516.599;545975.316;2.005;133519.74;545976.86;2.385;133524.226;545979.067;4.114;133524.226;545979.067;4.114;133526.47;545980.17;4.151;133526.47;545980.17;4.151;133537.686;545985.687;0.267;133540.378;545987.011;0.161;133545.762;545989.659;-2.24;-1;-1;-1;-1;-1;-1;133614.408;546023.423;-3.72
12-2_242;133469.307;545924.195;-3.182;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133514.622;545946.483;-1.929;133527.633;545952.883;1.824;133530.774;545954.427;2.208;133535.261;545956.634;4.088;133535.261;545956.634;4.088;133537.505;545957.737;3.869;133536.607;545957.296;4.154;133549.169;545963.475;0.107;133551.861;545964.799;-0.022;133557.694;545967.668;-2.22;-1;-1;-1;-1;-1;-1;133625.443;546000.99;-3.74
12-2_243;133481.196;545900.707;-3.338;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133526.107;545923.799;-1.947;133538.113;545929.971;1.602;133541.671;545931.8;2.098;133546.117;545934.087;4.068;133546.117;545934.087;4.068;133548.341;545935.23;4.102;133548.785;545935.459;3.979;133559.013;545940.717;0.334;133563.015;545942.775;0.004;133566.572;545944.604;-2.01;-1;-1;-1;-1;-1;-1;133635.94;545980.269;-3.72
12-2_244;133492.629;545878.475;-3.369;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133537.095;545901.337;-1.944;133549.102;545907.51;1.691;133553.993;545910.025;2.318;133557.106;545911.625;4.028;133557.106;545911.625;4.028;133559.329;545912.769;4.062;133559.329;545912.769;4.062;133571.335;545918.942;0.275;133575.782;545921.228;-0.162;133578.005;545922.371;-1.97;-1;-1;-1;-1;-1;-1;133647.373;545958.037;-3.64
12-2_245;133504.062;545856.242;-3.497;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133548.529;545879.105;-1.726;133560.09;545885.049;1.651;133565.426;545887.792;2.468;133568.539;545889.393;4.146;133568.539;545889.393;4.146;133570.762;545890.536;4.051;133570.317;545890.307;4.2;133582.323;545896.48;0.094;133586.77;545898.767;-0.42;133589.438;545900.138;-1.85;-1;-1;-1;-1;-1;-1;133658.806;545935.804;-3.64
12-2_246;133513.968;545836.067;-3.283;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133558.732;545857.198;-1.997;133571.392;545863.174;1.659;133575.913;545865.309;2.288;133579.531;545867.016;4.101;133579.531;545867.016;4.101;133581.791;545868.083;4.033;133581.791;545868.083;4.033;133593.999;545873.846;0.145;133598.069;545875.767;-0.185;133601.686;545877.475;-1.9;-1;-1;-1;-1;-1;-1;133671.318;545910.345;-3.6
12-2_247;133525.498;545812.43;-3.124;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133570.334;545834.56;-1.963;133582.888;545840.756;1.513;133585.578;545842.084;2.162;133590.062;545844.297;4.107;133590.062;545844.297;4.107;133592.303;545845.403;4.24;133592.303;545845.403;4.24;133604.857;545851.6;0.149;133609.133;545853.71;-0.08;133612.031;545855.141;-1.94;-1;-1;-1;-1;-1;-1;133681.527;545889.442;-3.63
12-2_248;133536.913;545789.518;-3.144;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133580.231;545811.333;-1.829;133594.074;545818.304;1.61;133596.754;545819.654;1.933;133601.666;545822.128;4.034;133601.666;545822.128;4.034;133603.899;545823.252;4.129;133603.452;545823.027;4.15;133615.509;545829.099;0.126;133620.868;545831.798;-0.25;133622.654;545832.698;-1.89;-1;-1;-1;-1;-1;-1;133692.319;545867.781;-3.66
12-2_249;133548.16;545767.191;-3.076;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133592.817;545789.68;-1.961;133605.321;545795.977;1.543;133609.34;545798.001;2.066;133613.359;545800.025;3.959;133613.359;545800.025;3.959;133615.592;545801.149;3.861;133615.592;545801.149;3.861;133627.202;545806.997;0.037;133631.82;545809.322;-0.03;133634.794;545810.82;-2.06;-1;-1;-1;-1;-1;-1;133703.565;545845.453;-3.66
12-2_250;133559.406;545744.863;-2.945;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133603.616;545767.127;-2.089;133616.12;545773.424;1.431;133621.479;545776.123;2.29;133624.605;545777.697;3.947;133624.605;545777.697;3.947;133626.838;545778.822;3.851;133626.391;545778.597;3.918;133638.449;545784.669;0.119;133642.468;545786.693;-0.226;133645.147;545788.043;-1.99;-1;-1;-1;-1;-1;-1;133714.812;545823.126;-3.69
12-2_251;133570.666;545722.513;-3.044;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133614.868;545744.793;-1.919;133628.71;545751.769;1.709;133631.835;545753.345;2.129;133635.853;545755.37;3.918;133636.3;545755.595;3.986;133638.533;545756.72;3.674;133638.086;545756.495;3.915;133650.587;545762.797;0.033;133653.266;545764.147;-0.035;133655.052;545765.047;-1.73;-1;-1;-1;-1;-1;-1;133726.044;545800.83;-3.67
12-2_252;133583.329;545698.037;-2.973;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133628.494;545722.784;-1.389;133639.017;545728.55;1.553;133642.964;545730.713;2.003;133646.91;545732.875;4.006;133647.349;545733.115;4.059;133649.541;545734.317;3.791;133649.541;545734.317;3.791;133661.381;545740.804;-0.003;133664.011;545742.245;-0.077;133667.081;545743.927;-2.05;-1;-1;-1;-1;-1;-1;133735.924;545781.649;-3.66
12-2_253;133593.093;545678.621;-3.278;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133638.401;545700.925;-1.605;133650.513;545706.887;1.946;133654.101;545708.654;2.275;133658.139;545710.641;3.993;133658.139;545710.641;3.993;133660.382;545711.745;4.104;133660.83;545711.966;4.022;133671.148;545717.045;0.205;133674.736;545718.812;0.174;133680.568;545721.683;-2.44;-1;-1;-1;-1;-1;-1;133749.202;545755.47;-3.68
12-2_254;133604.134;545656.191;-2.811;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133649.89;545678.716;-1.483;133661.553;545684.457;1.795;133666.488;545686.886;2.386;133669.179;545688.211;3.872;133669.179;545688.211;3.872;133671.422;545689.315;4.045;133671.422;545689.315;4.045;133683.086;545695.057;0.094;133685.777;545696.382;0.141;133689.815;545698.37;-2.08;-1;-1;-1;-1;-1;-1;133760.243;545733.04;-3.69
12-2_255;133615.469;545633.384;-2.375;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133661.083;545656.196;-1.465;133672.71;545662.011;1.624;133676.287;545663.8;1.82;133680.312;545665.813;3.725;133680.759;545666.037;3.9;133682.995;545667.155;3.897;133682.995;545667.155;3.897;133693.281;545672.299;0.36;133697.305;545674.312;0.097;133701.33;545676.324;-2.18;-1;-1;-1;-1;-1;-1;133771.092;545711.213;-3.68
12-2_256;133626.651;545611.024;-2.67;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133672.265;545633.836;-1.648;133684.339;545639.875;1.633;133688.364;545641.888;2.006;133691.047;545643.229;3.625;133691.047;545643.229;3.625;133693.283;545644.348;3.94;133693.283;545644.348;3.94;133704.91;545650.162;0.102;133708.707;545652.062;-0.18;133711.17;545653.293;-1.76;-1;-1;-1;-1;-1;-1;133782.274;545688.853;-3.63
12-2_257;133637.832;545588.665;-2.25;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133683.446;545611.476;-1.685;133694.626;545617.068;1.483;133699.545;545619.528;2.277;133702.676;545621.093;3.784;133702.676;545621.093;3.784;133704.912;545622.211;3.904;133704.912;545622.211;3.904;133715.197;545627.355;0.416;133721.011;545630.263;-0.43;133723.694;545631.605;-1.98;-1;-1;-1;-1;-1;-1;133793.456;545666.493;-3.65
12-2_258;133649.014;545566.305;-2.524;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133695.075;545589.34;-1.462;133705.808;545594.708;1.529;133710.28;545596.944;2.081;133713.857;545598.733;3.788;133713.857;545598.733;3.788;133716.093;545599.851;3.949;133716.093;545599.851;3.949;133727.72;545605.666;0.213;133731.745;545607.679;-0.101;133735.77;545609.692;-2.03;-1;-1;-1;-1;-1;-1;133804.638;545644.133;-3.69
12-2_259;133660.212;545543.923;-2.412;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133705.818;545566.751;-1.609;133716.548;545572.122;1.561;133721.914;545574.808;2.14;133725.044;545576.375;3.823;133725.491;545576.598;3.848;133727.727;545577.717;3.836;133727.279;545577.494;3.939;133738.904;545583.312;0.303;133741.587;545584.655;0.1;133746.058;545586.893;-2;-1;-1;-1;-1;-1;-1;133815.808;545621.806;-3.67
12-2_260;133671.85;545521.792;-2.582;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133716.561;545544.172;-1.641;133729.081;545550.438;1.942;133732.657;545552.229;2.189;133736.682;545554.243;3.951;133736.682;545554.243;3.951;133738.918;545555.362;4.012;133738.917;545555.362;4.012;133749.648;545560.733;0.19;133753.969;545562.896;-0.15;133757.249;545564.538;-2.01;-1;-1;-1;-1;-1;-1;133826.999;545599.451;-3.63
12-2_261;133682.593;545499.212;-2.263;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133728.646;545522.264;-1.436;133739.824;545527.859;1.766;133744.295;545530.097;2.27;133747.425;545531.664;3.8;133747.872;545531.887;3.954;133750.108;545533.006;3.987;133750.108;545533.006;3.987;133761.285;545538.601;0.298;133764.862;545540.392;-0.066;133769.781;545542.854;-2.17;-1;-1;-1;-1;-1;-1;133838.189;545577.095;-3.63
12-2_262;133693.784;545476.857;-2.294;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133739.837;545499.908;-1.492;133750.568;545505.28;1.726;133755.933;545507.965;2.363;133759.51;545509.756;4.062;133759.51;545509.756;4.062;133761.746;545510.875;3.88;133761.298;545510.651;4.008;133772.923;545516.47;0.167;133776.053;545518.036;0.043;133780.524;545520.274;-2.07;-1;-1;-1;-1;-1;-1;133849.38;545554.74;-3.63
12-2_263;133705.435;545453.933;-2.034;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133750.819;545477.197;-1.559;133762.388;545483.127;1.766;133766.838;545485.408;2.307;133770.397;545487.233;3.905;133770.397;545487.233;3.905;133772.622;545488.373;4.003;133772.622;545488.373;4.003;133783.301;545493.847;0.284;133787.305;545495.9;-0.047;133793.089;545498.865;-2.29;-1;-1;-1;-1;-1;-1;133860.277;545533.306;-3.56
12-2_264;133716.838;545431.685;-2.532;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133761.777;545454.721;-1.666;133772.011;545459.967;1.397;133776.461;545462.248;2.208;133780.91;545464.529;3.907;133780.91;545464.529;3.907;133783.135;545465.669;3.97;133783.58;545465.897;3.99;133794.704;545471.599;0.217;133798.708;545473.652;-0.083;133802.268;545475.477;-1.9;-1;-1;-1;-1;-1;-1;133871.68;545511.058;-3.55
12-2_265;133728.241;545409.437;-2.807;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133773.181;545432.473;-1.637;133784.304;545438.175;1.722;133788.754;545440.456;2.209;133792.758;545442.509;4.033;133792.758;545442.509;4.033;133794.983;545443.649;4.027;133794.983;545443.649;4.027;133806.107;545449.351;0.252;133811.446;545452.088;-0.64;133816.34;545454.597;-2.34;-1;-1;-1;-1;-1;-1;133883.083;545488.81;-3.53
12-2_266;133739.418;545387.483;-2.669;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133784.47;545410.299;-1.481;133796.067;545416.173;1.871;133800.082;545418.206;2.294;133804.096;545420.239;3.994;133804.096;545420.239;3.994;133806.327;545421.368;4.002;133806.327;545421.368;4.002;133817.032;545426.79;0.409;133820.601;545428.597;0.028;133825.507;545431.082;-2.24;-1;-1;-1;-1;-1;-1;133894.646;545466.098;-3.46
12-2_267;133750.715;545365.181;-2.91;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133795.321;545387.771;-1.472;133806.918;545393.645;1.775;133811.379;545395.904;2.206;133815.393;545397.937;4.101;133815.393;545397.937;4.101;133817.623;545399.066;3.914;133817.177;545398.841;4.07;133828.775;545404.714;0.335;133832.071;545406.383;0.03;133837.696;545409.232;-2.37;-1;-1;-1;-1;-1;-1;133905.943;545443.796;-3.46
12-2_268;133762.191;545342.59;-2.908;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133806.693;545365.383;-1.486;133818.264;545371.309;1.929;133821.824;545373.132;2.275;133825.83;545375.184;3.986;133825.83;545375.184;3.986;133828.055;545376.323;4.114;133828.945;545376.779;4.033;133839.625;545382.25;0.197;133843.186;545384.073;0.002;133847.191;545386.124;-2.28;-1;-1;-1;-1;-1;-1;133917.06;545421.909;-3.43
12-2_269;133774.032;545320.566;-2.932;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133817.644;545342.903;-1.303;133829.215;545348.829;2.067;133832.33;545350.425;2.414;133837.225;545352.932;3.775;133837.225;545352.932;3.775;133839.45;545354.072;4.008;133839.896;545354.3;3.97;133850.576;545359.77;0.277;133855.471;545362.277;-0.42;133858.142;545363.645;-2.25;-1;-1;-1;-1;-1;-1;133928.456;545399.657;-3.36
12-2_270;133784.982;545298.087;-2.917;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133829.485;545320.88;-1.277;133840.166;545326.35;1.876;133846.841;545329.769;2.959;133849.066;545330.909;4.032;133851.291;545332.048;4.01;133849.066;545330.909;4.032;133851.291;545332.048;4.01;133861.527;545337.29;0.357;133865.087;545339.114;-0.052;-1;-1;-1;-1;-1;-1;133939.852;545377.406;-3.33
12-2_271;133796.352;545277.525;-2.758;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133836.818;545297.209;-1.152;133844.012;545300.709;1.846;133855.702;545306.396;2.238;133860.648;545308.801;4.118;133860.648;545308.801;4.118;133862.896;545309.895;4.094;133862.896;545309.895;4.094;133874.137;545315.363;0.188;133876.713;545316.616;0.01;133879.532;545317.987;-2.09;-1;-1;-1;-1;-1;-1;133951.922;545353.2;-3.3
12-2_272;133807.576;545252.468;-2.902;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133848.259;545273.936;-1.257;133856.219;545278.136;1.954;133865.948;545283.27;2.214;133871.254;545286.07;4.155;133871.254;545286.07;4.155;133873.465;545287.237;4.07;133873.907;545287.47;4.106;133884.52;545293.071;0.19;133887.91;545294.859;-0.13;133892.922;545297.504;-2.28;-1;-1;-1;-1;-1;-1;133961.465;545333.673;-3.3
12-2_273;133818.934;545232.996;-2.762;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133861.667;545253.737;-1.058;133866.615;545256.138;1.062;133877.411;545261.378;2.276;133882.809;545263.998;4.196;133882.809;545263.998;4.196;133885.059;545265.089;4.042;133885.058;545265.089;4.042;133895.901;545270.352;0.315;133899.394;545272.048;-0.08;133903.548;545274.064;-2.06;-1;-1;-1;-1;-1;-1;133974.619;545308.559;-3.29
12-2_274;133829.897;545210.528;-2.869;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133874.429;545232.142;-1.045;133876.678;545233.233;-0.103;133888.823;545239.128;2.309;133894.221;545241.748;4.183;133894.671;545241.966;4.171;133896.92;545243.058;3.873;133896.47;545242.84;4.153;133907.715;545248.298;0.275;133911.39;545250.081;-0.11;133917.611;545253.101;-2.04;-1;-1;-1;-1;-1;-1;133985.534;545286.067;-3.28
12-2_275;133839.912;545187.6;-2.982;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133890.741;545212.27;-0.325;133897.039;545215.327;2.182;133900.187;545216.855;2.344;133904.686;545219.038;4.074;133904.686;545219.038;4.074;133906.935;545220.13;4.13;133908.284;545220.785;3.953;133913.682;545223.404;2.253;133915.481;545224.278;2.051;133931.675;545232.137;-2;-1;-1;-1;-1;-1;-1;133996.448;545263.576;-3.23
12-2_276;133857.815;545154.4;-2.222;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133898.82;545183.876;-1.179;133909.376;545191.464;2.101;133912.624;545193.799;2.452;133916.684;545196.717;4;133917.089;545197.009;4.086;133919.119;545198.468;3.849;133918.713;545198.177;3.991;133924.397;545202.262;2.236;133927.239;545204.305;1.881;133938.607;545212.477;-1.37;-1;-1;-1;-1;-1;-1;133999.1;545255.961;-3.22
12-2_277;133877.525;545129.071;-2.633;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133912.872;545160.048;-1.029;133921.145;545167.298;2.124;133927.537;545172.9;2.446;133931.298;545176.196;4.063;133931.298;545176.196;4.063;133933.178;545177.844;4.076;133933.811;545178.399;3.999;133938.324;545182.353;2.278;133941.708;545185.319;1.876;133950.733;545193.228;-0.99;-1;-1;-1;-1;-1;-1;134008.642;545243.978;-3.18
12-2_278;133910.048;545101.116;-2.892;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133930.947;545131.041;-0.841;133935.241;545137.19;1.666;133948.124;545155.637;2.423;133951.273;545160.146;4.081;133951.273;545160.146;4.081;133952.704;545162.195;4.07;133952.704;545162.195;4.07;133956.811;545168.075;2.15;133959.101;545171.354;1.845;133968.548;545184.882;-1.36;-1;-1;-1;-1;-1;-1;134009.774;545243.911;-3.17
12-2_279;133951.223;545081.136;-1.453;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133969.441;545134.619;0.196;133971.375;545140.298;2.157;133972.665;545144.085;2.284;133974.277;545148.818;3.991;133974.438;545149.291;4.069;133975.244;545151.657;4.07;133975.244;545151.657;4.07;133977.501;545158.283;2.172;133978.952;545162.543;1.809;133983.789;545176.742;-1.54;-1;-1;-1;-1;-1;-1;134007.326;545245.843;-3.19
12-2_280;133982.164;544998.226;-7.183;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133994.917;545105.974;-2.736;133998.385;545135.27;2.023;133998.737;545138.249;2.22;133999.501;545144.704;4.164;133999.501;545144.704;4.164;133999.795;545147.187;4.1;133999.886;545147.959;3.983;134000.827;545155.903;2.104;134001.062;545157.89;2.067;134002.825;545172.786;-1.61;-1;-1;-1;-1;-1;-1;134021.219;545328.201;-3.24
12-2_281;134014.562;544966.828;-3.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134015.37;544981.026;-16.199;134024.071;545133.778;2.081;134024.241;545136.774;2.231;134024.583;545142.764;4.006;134024.583;545142.764;4.006;134024.725;545145.26;4.147;134024.725;545145.26;4.147;134025.152;545152.762;2.207;134025.408;545157.254;1.842;134026.147;545170.233;-1.68;-1;-1;-1;-1;-1;-1;134033.682;545302.519;-3.26
12-2_282;134030.125;544944.788;-13.664;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134032.618;544970.166;-15.654;134048.552;545132.385;2.076;134048.895;545135.869;2.197;134049.481;545141.84;4.118;134049.481;545141.84;4.118;134049.725;545144.328;4.016;134049.677;545143.83;4.08;134050.41;545151.294;2.179;134050.85;545155.773;1.757;134052.316;545170.701;-1.97;-1;-1;-1;-1;-1;-1;134064.34;545293.112;-3.27
12-2_283;134007.725;544984.83;-14.702;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134008.913;544987.584;-14.595;134068.911;545126.698;2.002;134070.693;545130.83;2.311;134072.674;545135.421;4.039;134072.674;545135.421;4.039;134073.664;545137.716;4.176;134074.237;545139.046;3.835;134077.009;545145.473;2.061;134078.395;545148.687;1.918;134086.514;545167.511;-2.43;-1;-1;-1;-1;-1;-1;134133.245;545275.863;-3.24
12-2_284;133992.84;544999.351;-8.988;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134025.649;545039.694;-7.732;134086.851;545114.949;1.874;134088.744;545117.277;2.117;134093.476;545123.096;4.143;134093.476;545123.096;4.143;134095.053;545125.036;3.938;134094.422;545124.259;4.183;134099.841;545130.922;2.086;134101.418;545132.862;1.955;134113.722;545147.991;-2.25;-1;-1;-1;-1;-1;-1;134189.435;545241.09;-3.21
12-2_285;133954.207;545015.026;-3.723;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134023.908;545055.3;-4.538;134099.237;545098.826;1.951;134100.968;545099.827;2.174;134106.596;545103.079;3.791;134106.596;545103.079;3.791;134108.76;545104.329;4.226;134110.06;545105.08;4.05;134115.688;545108.332;2.268;134118.718;545110.083;2.09;134151.188;545128.845;-3.24;-1;-1;-1;-1;-1;-1;134239.937;545180.126;-3.21
12-2_286;133972.271;545000.061;-5.915;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134060.153;545048.816;-8.754;134110.871;545076.952;1.776;134113.495;545078.408;2.167;134118.741;545081.318;4.117;134118.741;545081.318;4.117;134120.927;545082.531;4.231;134122.125;545083.195;3.991;134127.372;545086.106;2.367;134131.744;545088.532;1.931;134149.233;545098.234;-2.26;-1;-1;-1;-1;-1;-1;134252.855;545155.72;-3.24
12-2_287;134003.487;544988.79;-13.472;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134060.326;545020.322;-12.29;134123.724;545055.493;2.066;134127.659;545057.676;2.33;134131.594;545059.859;4.157;134131.594;545059.859;4.157;134133.78;545061.072;4.097;134134.69;545061.577;3.837;134140.374;545064.73;2.213;134143.435;545066.428;2.034;134161.361;545076.373;-2.33;-1;-1;-1;-1;-1;-1;134264.984;545133.859;-3.26
